place_name,alternate_names,state,country,latitude,longitude,timezone_hours,altitude/elevation
Enfidha,An Nafidah|Dar el Bey|Dar el bay|Enfida|Enfidarille|Enfidaville|Enfidha|Envidaville|NBE|alnfydt|dar alby,Sousse Governorate,Tunisia,36.13528,10.38083,1.0,20.0
Ousseltia,Al Waslatiyah|Ouseltia|Ousseltia,Kairouan,Tunisia,35.84778,9.58944,1.0,480.0
Ouardenine,Al Wardanin|Ouadenine|Ouardanine|Ouardenine|Uardenine,Monastir Governorate,Tunisia,35.70915,10.67397,1.0,63.0
El Ksour,Al Qusur|Ebba-Ksour|El Ksour|El-Bak-Ksour|Ksour|alqswr,Kef Governorate,Tunisia,35.89607,8.88493,1.0,712.0
Kairouan,Al Qayrawan|Al-Kayrawan|Al-Qayrawan|Cairuao|Kairouan|Kairuan|Kairuanas|Kairwan|Kajruan|Kajruano|Kayravan|Keruan|QKN|Qairawan|Qairouan|Qairwan|Qayravan|Qayrawan|Qayruvon|alqyrwan|kai lu wan|kaileuwan|kairauna|kairu'ana|kayaroyana|kayirowani|keruan|qyrwan,Kairouan,Tunisia,35.6781,10.09633,1.0,65.0
El Guetar,Al Qattar|El Guetar|El Guettar,Gafsa,Tunisia,34.33628,8.94964,1.0,241.0
Kasserine,Al Kasrayn|Al Qasrayn|Al-Kasrajn|Kaserin|Kaserinas|Kassarin|Kasserin|Kasserine|Qasserine|alqsryn|ka sai lin|kasarina|kaselin|kaserina|kasiserini|kasurinu|qsryn,Kasserine Governorate,Tunisia,35.16758,8.83651,1.0,674.0
El Ksar,Al Qasr|El Ksar,Gafsa,Tunisia,34.3992,8.80399,1.0,284.0
Gremda,Al Qarmadah|Gremda,Sfax Governorate,Tunisia,34.79075,10.72059,1.0,35.0
Kalaa Srira,Al Qal`ah as Saghirah|Al Qal`ah as Sughra|Kalaa Seghira|Kalaa Srira|Kalaa-Sghira|Srireh,Sousse Governorate,Tunisia,35.82244,10.55739,1.0,49.0
Kelaa Kebira,Al Qal`ah al Kabirah|Al Qal`ah al Kubra|Kalaa K'bira|Kalaa Kebira|Kalaa Kebma|Kelaa Kebira|Qalaa Kebira|Tell el Kebir,Sousse Governorate,Tunisia,35.87278,10.53722,1.0,40.0
El Golaa,Al Qal`ah|El Golaa|El Kalaa|Galaa,Kebili Governorate,Tunisia,33.48485,9.00678,1.0,56.0
La Mornaghia,Al Murnaqiyah|La Mornaghia|La Mornarhia|Mornaghia|Mornaguia|Mornarhia,Manouba,Tunisia,36.75898,10.01704,1.0,46.0
Monastir,Al Munastir|El Menstir|Hadrumetum|MIR|Manascir|Monastir|Monastyr|Monastyras|Monasztir|Munastir|Ruspina|almnstyr|mnstyr|mnstyr  tywns|mo na si ti er|monasatira|monaseutileu|monasitiri|monastira|monasutiru,Monastir Governorate,Tunisia,35.77799,10.82617,1.0,20.0
Moknine,Al Muknin|Moknin|Moknine,Monastir Governorate,Tunisia,35.63333,10.9,1.0,18.0
La Mohammedia,Al Muhammadiyah|La Mohammedia|Mohamedia|Mohamedla|Mohammedia|Tunbudha,Tunis Governorate,Tunisia,36.67446,10.15633,1.0,63.0
El Maknassi,Al Miknasi|El Maknassi|Maknassi|Maknassy,Sidi Bouzid Governorate,Tunisia,34.60433,9.60815,1.0,259.0
Metlaoui,Al Metlaoui|Matlaoui|Metlaoni|Metlaoui|Mitlawi|mtlwy,Gafsa,Tunisia,34.32081,8.40157,1.0,223.0
Mezzouna,Al Mazzunah|Merzouna|Mezzouna|almzwnt,Sidi Bouzid Governorate,Tunisia,34.57758,9.84193,1.0,155.0
Metouia,Al Matwiyah|La Methouia|M'tuia|Methouia|Metouia,Gabès Governorate,Tunisia,33.95918,9.99619,1.0,27.0
Al Matlin,Al Matlin|El Metline|Metlin|Metline,Bizerte Governorate,Tunisia,37.24516,10.05,1.0,180.0
Messadine,Al Mas`adin|Messadine,Sousse Governorate,Tunisia,35.76444,10.59694,1.0,35.0
La Marsa,Al Marsa|El Marsa|La Marsa,Tunis Governorate,Tunisia,36.87818,10.32466,1.0,12.0
El Mgarsa,Al Maqarisah|El Mgarsa,Medenine Governorate,Tunisia,33.81682,10.9923,1.0,7.0
El Maamoura,Al Ma`murah|El Maamoura|El Mamoura|Maamoura|Mahmur|Marmora,Nabeul Governorate,Tunisia,36.46499,10.80612,1.0,10.0
Mahires,Al Mahras|El Mahres|Mahares|Mahires|Mahres|Manhares|almhrs,Sfax Governorate,Tunisia,34.5275,10.50083,1.0,9.0
Mahdia,Africa|Al Mahdiyah|Al Mantigia|Al-Mahdijja|Madhia|Mahdia|Mahdija|Mahdiya|Mahedia|Makhdija|Mehdia|Mehdiye|Zella|almhdyh|almhdyt|ma he di ye|madia|mahadi'a|mahadiya|mahidiya|mhdyh,Mahdia Governorate,Tunisia,35.50472,11.06222,1.0,7.0
M'dhilla,Al Madilah|Le Mdilla|M'dhilla|Mdilla|Village de la Mine,Gafsa,Tunisia,34.25101,8.74704,1.0,334.0
Khledia,Al Khulaydiyah|Khledia|Kledia,Ben Arous Governorate,Tunisia,36.64609,10.19343,1.0,35.0
Le Kram,Al Karm|El Kram|Kram|Le Kram,Tunis Governorate,Tunisia,36.83578,10.31641,1.0,4.0
Le Krib,Al Karib|Le Krib,Siliana Governorate,Tunisia,36.32802,9.13613,1.0,481.0
Kellabine,Al Kallabin|Kellabine|alklabyn,Sfax Governorate,Tunisia,34.70882,11.2147,1.0,3.0
El Kef,Al Kaf|Chakbanaria|Chikka Benar|Ehl'-Kef|El Kef|Kef|Le Kef|Sicca Veneria|aila kepha|alkaf|ela kepha|erukefu,Kef Governorate,Tunisia,36.17424,8.70486,1.0,627.0
Jedeida,Al Judayyidah|Djedeia|Djedeida|Djedida|Jedeida,Manouba,Tunisia,36.83111,9.92417,1.0,32.0
Djebibina,Al Jubaybinah|Djebibina,Zaghouan Governorate,Tunisia,36.11667,10.1,1.0,104.0
El Jem,Al Jamm|Ehl' Dzhem|El Djem|El Jem|El Jemm|Sidi el Djem|Thysdrus,Mahdia Governorate,Tunisia,35.3,10.71667,1.0,112.0
Djebel Abiod,Al Jabal al Abyad|Djebel Abiod|Djebel Abiot|Djebel-Abiodh,Béja Governorate,Tunisia,36.97616,9.07845,1.0,38.0
El Haouaria,Al Huwariyah|Al Huwwariyah|Aquilaria|Ehl'-Khauarija|El Aouaria|El Awaria|El Haouaria|El-Haouaria,Nabeul Governorate,Tunisia,37.05002,11.01442,1.0,28.0
Erriadh,Al Harah as Saghirah|El Hahara Srira|Erriadh|Hara Srhira|Hara Srira|Hara-Sghira,Medenine Governorate,Tunisia,33.82063,10.85394,1.0,11.0
Hencha,Al Hanashah|Hencha|La Hencha,Sfax Governorate,Tunisia,35.12226,10.74219,1.0,53.0
Hammamet,Al Hammamat|Al-Hammamat|Hamametas|Hammamet|Khamamet|Khammamet|alhmamat|ha ma ma te|hammameteu|hanmametto|hmamat  tywns,Nabeul Governorate,Tunisia,36.4,10.61667,1.0,13.0
El Hamma,Al Hammah|Ehl'-Khamma|El Hamma|El Hamma de l'Arad|Hamma|alhamt,Gabès Governorate,Tunisia,33.89152,9.79629,1.0,64.0
El Bahira,Al Buhayrah|El Bahira,Mahdia Governorate,Tunisia,35.33333,11.0,1.0,7.0
El Battan,Al Batan|El Batane|El Bathan|El Bathane|El Battan,Manouba,Tunisia,36.80368,9.84424,1.0,34.0
Bekalta,Al Baqalitah|Bekalta|Mkalta|al-Biqalita|albqaltt,Monastir Governorate,Tunisia,35.61739,10.99466,1.0,3.0
El Ain,Al `Ayn|El Ain,Sfax Governorate,Tunisia,34.8,10.78333,1.0,15.0
Agareb,Agareb|Al `Aqarib|El Agareb,Sfax Governorate,Tunisia,34.74059,10.52527,1.0,83.0
El Alia,Al `Aliyah|Ehl'-Alija|El Alia|Uzalis,Bizerte Governorate,Tunisia,37.16911,10.03478,1.0,100.0
Akouda,Akkudah|Akouda|Akuda,Sousse Governorate,Tunisia,35.8691,10.5653,1.0,33.0
Ajim,Adjim|Ajim|Humt-Ajim|ajym,Medenine Governorate,Tunisia,33.72638,10.75664,1.0,5.0
Douane,,Nabeul Governorate,Tunisia,36.44766,10.7557,1.0,3.0
Dar el Haj Taieb,Dar el Hadj Taieb|Dar el Haj Taieb,Sfax Governorate,Tunisia,34.78444,10.74389,1.0,24.0
Borj el Amri,Borj el Amri,Manouba,Tunisia,36.71309,9.88246,1.0,50.0
Hajeb el Aioun,Hadjeb el Aioun|Hadjeb el Aioune|Hajeb el Aioun,Kairouan,Tunisia,35.39564,9.5438,1.0,353.0
Ez Zahra,Ez Zahra,Ben Arous Governorate,Tunisia,36.74611,10.30833,1.0,0.0
Port el Kantaoui,Marsa El-Kantavi|Marsa al-Kantawi|Marsa al-Qantawi|Port Ehl'-Kantaui|Port El Kantaoui|Port El-Kantaoui|Port el Kantaoui|Port-el'-Kantaui|mrsy alqntawy,Sousse Governorate,Tunisia,35.89239,10.59434,1.0,8.0
Borj Cedria,,Ben Arous Governorate,Tunisia,36.69705,10.38654,1.0,28.0
Nasrallah,,Kairouan,Tunisia,35.35609,9.83071,1.0,153.0
Ouerdanine,,Monastir Governorate,Tunisia,35.69006,10.67598,1.0,75.0
La Gazelle,,Ariana Governorate,Tunisia,36.89479,10.18604,1.0,2.0
Aousja,,Bizerte Governorate,Tunisia,37.1413,10.10174,1.0,10.0
Chehimet Nord,,Mahdia Governorate,Tunisia,35.43405,10.39448,1.0,44.0
El Mourouj,,Ben Arous Governorate,Tunisia,36.71364,10.2096,1.0,20.0
Ezzouhour,,Sousse Governorate,Tunisia,35.79014,10.58264,1.0,54.0
Nouvelle Matmata,,Gabès Governorate,Tunisia,33.63,10.06,1.0,139.0
Maagoula,,Béja Governorate,Tunisia,36.70903,9.21195,1.0,183.0
Ben Aoun,,Sidi Bouzid Governorate,Tunisia,34.85261,9.14391,1.0,462.0
Souk Lahad,,Kebili Governorate,Tunisia,33.77579,8.85992,1.0,44.0
Den Den,,Manouba,Tunisia,36.80753,10.11061,1.0,27.0
Boumhel El Bassatine,,Ben Arous Governorate,Tunisia,36.72506,10.23499,1.0,12.0
Amiret El Fhoul,,Monastir Governorate,Tunisia,35.44446,10.82765,1.0,80.0
Amiret Touazra,,Monastir Governorate,Tunisia,35.48639,10.76283,1.0,71.0
Menzel Bouzaiane,,Sidi Bouzid Governorate,Tunisia,34.5732,9.42567,1.0,302.0
Kerker,,Mahdia Governorate,Tunisia,35.4816,10.64215,1.0,56.0
Amiret Hajjaj,,Monastir Governorate,Tunisia,35.50128,10.82032,1.0,59.0
Menzel Ennour,,Monastir Governorate,Tunisia,35.66872,10.78085,1.0,40.0
Menzel Hayet,,Monastir Governorate,Tunisia,35.54206,10.57436,1.0,102.0
Bennane Bodheur,,Monastir Governorate,Tunisia,35.67534,10.83579,1.0,43.0
Bembla et Mnara,,Monastir Governorate,Tunisia,35.6991,10.7952,1.0,27.0
Chenini Nahal,,Gabès Governorate,Tunisia,33.87223,10.05521,1.0,30.0
Mnihla,,Ariana Governorate,Tunisia,36.84774,10.11083,1.0,85.0
Douar Hicher,,Manouba,Tunisia,36.82657,10.08974,1.0,62.0
Ettadhamen,,Ariana Governorate,Tunisia,36.83246,10.10995,1.0,48.0
Pangai,Bagai|Bangai|Panga'i|Pangai|banjay|panaga'i|panga'i|pangai|pangay|pangayy,Haapai,Tonga,-19.81468,-174.35423,13.0,6.0
'Ohonua,'Ohonua|'Okhonua|'ahwnwa|'ohonu'a|'ohonua|'ohonuya,ʻEua,Tonga,-21.34135,-174.95656,13.0,20.0
Nuku'alofa,Niukalofa|Noukoualopha|Nucualofa|Nukalofa|Nuku'alofa|Nuku`alofa|Nuku`aloia|Nukualofa|Nukualofo|TBU|nu ku a luo fa|nu kuxalofa|nukuallopa|nukuarofa,Tongatapu,Tonga,-21.13683,-175.20114,13.0,1.0
Neiafu,Neafu|Nei-afo|Neiafu|Nejafu|ne'iyaphu|neiafu|neiaphu|nyafw|nyayfw,Vavau,Tonga,-18.65144,-173.98354,13.0,1.0
Hihifo,Hihifo|Khikhifo|hihifo|hihipho|hyhyfw,Niuas,Tonga,-15.9544,-173.79616,13.0,6.0
Cey,Cay Koeyue|Ceyi|Chai|Chay|Che|Chey|Ciyayi|Daglik|Gunde Ce|Gunde Ciye|chay|qryh jy,Hakkâri,Turkey,37.2621,44.04086,3.0,1600.0
Demre,Demre|Eynihal|Gokyazi|Kale|Zumrutkaya,Antalya,Turkey,36.24444,29.985,3.0,9.0
Zara,Kocgiri|Zara,Sivas,Turkey,39.89778,37.75833,3.0,1342.0
Yunak,Yunak,Konya,Turkey,38.81418,31.73223,3.0,1088.0
Yueksekova,Dize|Gever|Juksekova|YKO|Yueksekova|Yuksekova|Yusekova|yu ke sai ke wa|ywksk awwa|ywkskwfa|ywksykwwa,Hakkâri,Turkey,37.57362,44.28716,3.0,1874.0
Salat,Salat|Salatiulya|Sinan|Yukarisalat|Yukary-Salat,Diyarbakır Province,Turkey,37.84172,40.8865,3.0,526.0
Yozgat,Gioznkat|Jozgat|Jozgatas|Saralus|Yozgad|Yozgat|Yozqat|Yuzgat|iozgati|iyojagata|yojeugateu|yozagata|yozgata|yozugato|yue zi jia te|ywzgat|ywzghad|ywzghat|ywzgt,Yozgat,Turkey,39.82,34.80444,3.0,1290.0
Yolbasi,Keferallap|Yolbasi,Mardin,Turkey,37.38736,41.3166,3.0,958.0
Yildizeli,Yenihan|Yildizeli,Sivas,Turkey,39.86639,36.59889,3.0,1365.0
Yesilyurt,Cirmikti|Ismetpasa|Yesilyurt,Malatya,Turkey,38.29602,38.24526,3.0,989.0
Yesilova,Satilar|Satirlar|Yesilova,Burdur,Turkey,37.50806,29.75472,3.0,1206.0
Yesilova,Yesiloba|Yesilova,Adana,Turkey,38.15566,36.25758,3.0,1330.0
Yesilli,Rismil|Yesilli,Mardin,Turkey,37.33813,40.81739,3.0,790.0
Erzin,Ehrzin|Erzin|Yesilkent,Hatay,Turkey,36.95348,36.19839,3.0,167.0
Yesilhisar,Karahisar|Yesilhisar,Kayseri,Turkey,38.35232,35.08873,3.0,1135.0
Yerkoey,Yerkoy,Yozgat,Turkey,39.63806,34.46722,3.0,770.0
Yenisarbademli,Bademli|Yenisarbademli,Isparta,Turkey,37.70778,31.38639,3.0,1185.0
Yenipazar,Distretto di Yenipazar|Enipazar|Yenipazar|ynpzar  ydyn,Aydın,Turkey,37.82332,28.19573,3.0,63.0
Didim,Didim|Didimy|Yenihisar|Yoran,Aydın,Turkey,37.38496,27.25643,3.0,69.0
Yenifakili,Fakili|Karafakili|Yenifakili,Yozgat,Turkey,39.21142,35.00036,3.0,1026.0
Altpinar,Altpinar|Torunlar|Yenicik,Ankara,Turkey,39.20417,32.74778,3.0,1062.0
Mavikent,Mavikent|Yenice,Antalya,Turkey,36.31667,30.35,3.0,12.0
Yazihan,Yazihan,Malatya,Turkey,38.59292,38.17327,3.0,826.0
Yayladagi,Ordu|Yayladag|Yayladagi|Yayladgi,Hatay,Turkey,35.9025,36.06272,3.0,421.0
Yavuzeli,Cingife|Yarimca|Yavuzeli,Gaziantep,Turkey,37.31772,37.56824,3.0,565.0
Yatagan,Ahikoy|Yatagan,Muğla,Turkey,37.34025,28.14279,3.0,380.0
Yalvac,Jalvach|Yalvac,Isparta,Turkey,38.29556,31.17778,3.0,1100.0
Yalikavak,Jalykavak|Ortakent|Yalikavak,Muğla,Turkey,37.10528,27.29722,3.0,13.0
Yalihueyuek,Yalihuyuk,Konya,Turkey,37.30077,32.08548,3.0,1106.0
Yahyali,Gazibenli|Jakh'jaly|Yahyali,Kayseri,Turkey,38.10228,35.35704,3.0,1180.0
Viransehir,Antoninopolis|Veeranshahr|Viransehir|Viranshekhire|Wiranschehir,Şanlıurfa,Turkey,37.22349,39.75519,3.0,551.0
Basverimli,Basverimli|Vahsat|Vahset|Vahsit|Vakhsat|Varsat|Verimli,Şırnak,Turkey,37.20332,42.53755,3.0,480.0
Varto,Gumgum|Varto,Muş,Turkey,39.17375,41.45402,3.0,1523.0
Varsak,Varsak,Antalya,Turkey,36.98973,30.71588,3.0,111.0
Van,Thospia|Urartu|VAN|Van|Van i Tyrkia|Vana|Vanas|Wan|ban|bhana|bhyana|fan cheng|van|vana|vani|vuan|wan|wan  trky,Van,Turkey,38.49457,43.38323,3.0,1708.0
Uzungecit,Derahin|Derakhin|Dirahini|Uzungecit,Şırnak,Turkey,37.49425,42.99303,3.0,1494.0
Cimin,Cimin|Uzumlu,Erzincan,Turkey,39.70947,39.70015,3.0,1422.0
Usak,Flaviopolis|Ouchak|Ousak|Temenothyrae|USQ|Usak|Usakas|Uschak|Usha|Ushak|Ushaq|awshak|usaka|ushaki|ushaku|usyakeu|wu sha ke,Uşak,Turkey,38.67351,29.4058,3.0,910.0
Urla,Urla|Vourla|Vourlah Skala|awrla  azmyr,İzmir Province,Turkey,38.32292,26.76403,3.0,67.0
UErguep,UErguep|Urgup,Nevşehir Province,Turkey,38.6296,34.91199,3.0,1067.0
Sanliurfa,Antiocheia|Edesa|Edesija|Edessa|Edesse|Edesses|Edessza|Ehdessa|Orfa|Ourfa|Owrha|Riha|SFQ|Sanli Urfa|Sanlijurfa|Sanlijurfo|Sanliurfa|Shanliurfa|Shanlleurfa|Shanlyurfa|Urfa|Urfeh|Urha|Urhay|al-Ruha|sanali'urapha|sanali'urpha|shanly awrfa|shanly awrfh|shanly awrft|shanruurufa,Şanlıurfa,Turkey,37.16708,38.79392,3.0,528.0
Umurlu,Umurlu,Aydın,Turkey,37.85003,27.96275,3.0,52.0
Uludere,Goyan|Guyan|Helet|Kalhesanan|Kalkhesnan|Kilaban|Kylaban|Uludere,Şırnak,Turkey,37.44074,42.85236,3.0,1346.0
Arsuz,Arsus|Arsuz|Aruz|Kabevli|Kapevli|Rhossus|Ulucinar,Hatay,Turkey,36.41305,35.89033,3.0,6.0
Uluborlu,Uluborlu|Uluborru,Isparta,Turkey,38.07825,30.45019,3.0,1050.0
Ulubey,Gobek|Ulubei|Ulubey,Uşak,Turkey,38.41987,29.29129,3.0,743.0
Ula,Ula,Muğla,Turkey,37.10491,28.41667,3.0,606.0
Tuzlukcu,Tuzlukcu,Konya,Turkey,38.47778,31.62639,3.0,993.0
Tut,Tut|twt  trky|twt  trkyh|twwt,Adıyaman Province,Turkey,37.79529,37.9161,3.0,1054.0
Turuncova,Turuncova,Antalya,Turkey,36.36889,30.1375,3.0,48.0
Turgutlu,Caesarea Trocetta|Cassaba|Kasaba|Turgutlu,Manisa,Turkey,38.49533,27.6997,3.0,98.0
Tunceli,Kalan|Mameki|Mamekiye|Mamiki|Tunceli|Tundzeli|Tundzheli|tnjyly|tong jie li|tounjeri|tunajeli|tunijeli|tunjelli|twnjly|twnjyly,Tunceli,Turkey,39.09921,39.54351,3.0,903.0
Tufanbeyli,Hoket|Hoketce|Magara|Tufanbejli|Tufanbeyli,Adana,Turkey,38.26333,36.22056,3.0,1427.0
Torbali,Tepekoey|Torbali|Torbaly,İzmir Province,Turkey,38.182,27.335,3.0,62.0
Toprakkale,Toprakkale,Osmaniye,Turkey,37.06855,36.14661,3.0,70.0
Pinarbasi,Elvanli|Pinarbasi|Tomuk,Mersin,Turkey,36.7034,34.3627,3.0,175.0
Tomarza,Gostere|Goztere|Tomarza,Kayseri,Turkey,38.44722,35.79917,3.0,1394.0
Tire,Arcadiopolis|Teira|Theda|Thireh|Tira|Tire|tyrh,İzmir Province,Turkey,38.08877,27.73508,3.0,120.0
Tercan,Mamahatun|Mamhatun|Tercan|trjan,Erzincan,Turkey,39.77709,40.37783,3.0,1412.0
Tekman,Takos|Tatos|Tekman,Erzurum,Turkey,39.64111,41.50542,3.0,1905.0
Tefenni,Tefenni,Burdur,Turkey,37.30968,29.77538,3.0,1162.0
Tavsanli,Taushanli|Tavsanli,Kütahya,Turkey,39.54237,29.49866,3.0,859.0
Tavas,Tavas|Yarangum|Yarangume|ta wa si|tawas,Denizli,Turkey,37.57351,29.07058,3.0,948.0
Tatvan,Tatvan,Bitlis,Turkey,38.49221,42.28269,3.0,1682.0
Tasucu,Akiman|Balacale|Bolcali|Bulacali|Holmi|Tasucu,Mersin,Turkey,36.3214,33.88165,3.0,3.0
Taslicay,Asagitaslicay|Taslicay,Ağrı,Turkey,39.62966,43.36878,3.0,1736.0
Taskent,Pirlerkondu|Taskent,Konya,Turkey,36.9243,32.49131,3.0,1542.0
Tarsus,Antiochia ad Cydnum|Tars|Tarsas|Tarse|Tarso|Tarson|Tarsos|Tarsous|Tarsus|Tarsus i Mersin|Tersus|da shu|taleususeu|tarsusi|tarsws|tarususu|trsws|trsws  mrsyn,Mersin,Turkey,36.91766,34.89277,3.0,21.0
Talas,Tafas|Talas,Kayseri,Turkey,38.6908,35.5538,3.0,1153.0
Sutasi,Sutashi|Sutashy|Sutasi,Hatay,Turkey,36.08212,36.00632,3.0,22.0
Susurluk,Firt|Susigirlik|Susughirli|Susugurlu|Susurluk,Balıkesir,Turkey,39.91361,28.15778,3.0,55.0
Suruc,Suruc|Suruch|Syuryuch,Şanlıurfa,Turkey,36.97612,38.42533,3.0,499.0
Sultanhisar,Sultanhisar,Aydın,Turkey,37.88989,28.15436,3.0,89.0
Sultandagi,Isakli|Ishakli|Sultandagi,Afyonkarahisar Province,Turkey,38.53111,31.22806,3.0,1017.0
Suhut,Suhut,Afyonkarahisar Province,Turkey,38.53111,30.54583,3.0,1138.0
Sorgun,Buyukkohne|Kohne|Sorgun|Sorgune|Yesilova,Yozgat,Turkey,39.81012,35.18596,3.0,1079.0
Soma,Distretto di Soma|Germe|Soma|Soma i Tyrkia|Somy|soma|suo ma|swmh,Manisa,Turkey,39.18554,27.60945,3.0,155.0
Solhan,Boglan|Buglan|Solhan,Bingöl,Turkey,38.96525,41.05443,3.0,1356.0
Soeke,Sjoke|So'ke|Sok|Soke|Sokia|se kai|swkh,Aydın,Turkey,37.7482,27.40614,3.0,38.0
Kindirip,Kindirip|Sogutlu,Mardin,Turkey,37.44706,41.21976,3.0,975.0
Sivrihisar,Justinianapolis|Sivrihisar,Eskişehir,Turkey,39.45037,31.53409,3.0,1090.0
Sivrice,Sivrice,Elazığ,Turkey,38.44223,39.30938,3.0,1298.0
Siverek,Severek|Siverek|Sivereke|Suverek,Şanlıurfa,Turkey,37.75503,39.31667,3.0,787.0
Sivasli,Sivasli,Uşak,Turkey,38.49944,29.68361,3.0,942.0
Sivas,Megalopolis|Sebastea|Sebastia|Sebastija|Sevas|Sevasteia|Sewas|Sivas|Sivasas|Siwas|VAS|sibaseu|sibhasa|sivasa|sivasi|suivuasu|sywas|sywws|xi wa si,Sivas,Turkey,39.74833,37.01611,3.0,1287.0
Sirvan,Kufra|Kufre|Sirvan,Siirt,Turkey,38.06251,42.02517,3.0,985.0
Sirnak,Shirnak|Sirnak,Şırnak,Turkey,37.51393,42.45432,3.0,1269.0
Sindirgi,Korukoy|Sindirgi,Balıkesir,Turkey,39.24128,28.17842,3.0,220.0
Sincik,Sincik,Adıyaman Province,Turkey,38.03645,38.61257,3.0,1266.0
Sinanpasa,Sinanpasa|Sincanli,Afyonkarahisar Province,Turkey,38.74444,30.24278,3.0,1121.0
Simav,Simav|Synaus,Kütahya,Turkey,39.0882,28.97767,3.0,826.0
Silvan,Farqin|Martyropolis|Miepherkeim|Miyafarkin|Sil'van|Siliwan|Silvan|farqyn|myafarqyn|sylwan|sylwan  dyar baqr|xi er wan,Diyarbakır Province,Turkey,38.13708,41.00817,3.0,810.0
Silopi,Girgimac|Girikamo|Girikoma|Sil'opi|Silopi,Şırnak,Turkey,37.24379,42.46345,3.0,492.0
Silifke,Selefke|Selefkeh|Seleucia|Seleucia ad Calycadnum|Silifka|Silifke|shirifuke|slwkyh|sylyfky|xi li fu kai,Mersin,Turkey,36.37778,33.93444,3.0,17.0
Siirt,SXZ|Sairt|Sert|Sgerd|Siirt|Sirtas|Sugert|siileuteu|siirti|suiiruto|syrt|xi er te,Siirt,Turkey,37.9293,41.94134,3.0,893.0
Seydisehir,Seydisehir,Konya,Turkey,37.41926,31.84527,3.0,1127.0
Serinyol,Batirga|Bedirge|Serinyol,Hatay,Turkey,36.36139,36.21361,3.0,122.0
Serik,Kokes|Koles|Kukes|Serik|sai li ke|sryq,Antalya,Turkey,36.91748,31.10463,3.0,42.0
Sereflikochisar,Kochisar|Serefli|Sereflikochisar|Shereflikochkhisar|xie lei fu li ke qi xi sa er,Ankara,Turkey,38.93925,33.5386,3.0,948.0
Senoba,Sekerek|Senoba,Şırnak,Turkey,37.46286,42.72279,3.0,838.0
Senkoey,Ebish|Ebsi|Epsi|Senkoy,Mardin,Turkey,37.46437,41.19058,3.0,952.0
Senirkent,Senikent|Senirkent,Isparta,Turkey,38.10444,30.54861,3.0,1024.0
Semdinli,Navsar|Semdinli|Semdinni|shamsdyun|shmdnly|shmdynan|shmdynly|shmsdyn|shmzdn|shmzdyn,Hakkâri,Turkey,37.30514,44.5742,3.0,1388.0
Side,Eski Adalia|Eskiantalya|Selimiye|Sida|Side|sydh|xi dai,Antalya,Turkey,36.76667,31.38889,3.0,15.0
Selendi,Selendi,Manisa,Turkey,38.74444,28.86778,3.0,443.0
Selcuk,Agios Theologos|Ayasoluk|Ephesus|Sel'chuk|Selchuk|Selcuk|sai er qiu ke|selchukeu|seruchuku,İzmir Province,Turkey,37.95137,27.36849,3.0,35.0
Seferihisar,,İzmir Province,Turkey,38.1975,26.83881,3.0,34.0
Sefaatli,Hacisefaatli|Sefaatli,Yozgat,Turkey,39.5043,34.7563,3.0,925.0
Savur,Savur,Mardin,Turkey,37.53544,40.87876,3.0,961.0
Savulca,Savuca|Savulca,Aydın,Turkey,37.73803,27.39894,3.0,46.0
Savastepe,Giresun|Savastepe,Balıkesir,Turkey,39.38319,27.65612,3.0,295.0
Sason,Kabilcevaz|Kabilcoz|Kabilcuz|Sason|Sasun,Batman,Turkey,38.32767,41.41377,3.0,981.0
Saruhanli,Sarihanli|Saruhanli,Manisa,Turkey,38.73455,27.56811,3.0,43.0
Edremit,Edremit|Gumusdere|Sarmansuyu,Van,Turkey,38.42069,43.25889,3.0,1699.0
Sarkisla,Sarkisla|Tonus,Sivas,Turkey,39.35186,36.40976,3.0,1250.0
Sarkikaraagac,Dogukaraagac|Karaagac|Sarkikaraagac,Isparta,Turkey,38.07944,31.36639,3.0,1170.0
Sariyahsi,Sariyahsi,Aksaray,Turkey,38.98349,33.84136,3.0,971.0
Sariveliler,Sariveliler,Karaman,Turkey,36.69759,32.61673,3.0,1406.0
Sarioglan,Sarioglan,Kayseri,Turkey,39.07694,35.96671,3.0,1165.0
Sarihamzali,Sarihamzali,Adana,Turkey,36.9775,35.22533,3.0,16.0
Sarigoel,Sarigol,Manisa,Turkey,38.23953,28.69663,3.0,214.0
Saricam,Saricah|Saricam,Adana,Turkey,37.15172,35.50769,3.0,303.0
Sarayoenue,Sarayonu,Konya,Turkey,38.26201,32.40457,3.0,1062.0
Saraykoey,Sarajkoj|Saraykoy|Seraikeui|sa la yi ke yi,Denizli,Turkey,37.92448,28.92516,3.0,163.0
Saraykent,Karamagara|Karamagra|Saraykent,Yozgat,Turkey,39.69361,35.51111,3.0,1116.0
Saphane,Abseker|Saphane,Kütahya,Turkey,39.0273,29.22218,3.0,994.0
Sandikli,Sandikli|Sandykly|sandyqly|sang de ke lei,Afyonkarahisar Province,Turkey,38.46472,30.26946,3.0,1086.0
Samsat,Samsat|Semisad|Semsat|sa mu sa te|samsat,Adıyaman Province,Turkey,37.58194,38.47417,3.0,587.0
Sambayadi,Sambayadi|Sambaydi|Shambajadi|Shambajady|shambayady|shui de gu,Adana,Turkey,37.04206,35.19935,3.0,108.0
